"Degree_name"
"Bachelor of Science International Relations (BS-IR)"
"Bachelor of Business Administration (BBA-Honors)"
"Bachelor of Science Aviation Management (BS AviMgt)"
"Bachelor of Electrical Engineering / Bachelor of Mechatronics Engineering / Bachelor of Mechanical Engineering / Bachelor of Computer Engineering"
"Bachelor of Science in Computer Sciences (BSCS)"
"Bachelor of Science in Information Technology (BSIT)"
"Bachelor of Science in Information Technology (BSIT)"
"Bachelor of Science in Cyber Security (BSCybSec)"
"Bachelor Studies in Accounting and Finance (BSAF)"
"Bachelor of Science in English"
"Bachelor of Science in English"
"Bachelor of Science in Physics"
"Bachelor of Science in Mathematics"
"Bachelors of Science in Psychology (BS Psychology)"
"Bachelor of Biomedical Engineering (BE Biomedical Engineering)"
"BS HEALTHCARE MANAGEMENT"
"BS TOURISM AND HOSPITALITY MANAGEMENT"
"Bachelor of Science in Gaming & Multimedia"
"Bachelor of Science in Software Engineering as (HEC Approved-Non PEC Program)"
"Bachelor of Science in Artificial Intelligence"
