,Institute,City,"Degree, Duration",Fee,Deadline,Programs
469,11. Green International University,Lahore,"BS , 4 Years",0.0,11-11-2023,Medical Image Technology
470,12. Nur International University,Lahore,"BS , 4 Years",155278.0,23-03-2024,Medical Image Technology
471,13. The Superior University,Lahore,"BS , 4 Years",130200.0,25-01-2024,Medical Image Technology
472,14. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",119500.0,31-01-2024,Medical Image Technology
473,15. University Of Management And Technology,Lahore,"BS , 4 Years",224750.0,08-04-2023,Medical Image Technology
474,16. Gandhara University,Peshawar,"B.Sc. [Hons] , 4 Years",0.0,30-12-2023,Medical Image Technology
475,17. National University Of Medical Sciences,Rawalpindi,"BS , 4 Years",300000.0,05-01-2024,Medical Image Technology
476,"18. Riphah International University, Faisalabad Campus",Faisalabad,"BS , 4 Years",100000.0,10-02-2024,Medical Image Technology
477,19. The University Of Lahore ( Chanab Campus),Gujrat,"DTMD , 5 Years",0.0,13-09-2019,Medical Image Technology
478,20. Riphah International University Lahore,Lahore,"BS , 4 Years",0.0,28-02-2024,Medical Image Technology
479,1. Abbottabad University Of Science And Technology,Abbottabad,"BS , 4 Years",105800.0,28-02-2024,Medical Laboratory Technology
480,2. Cholistan University Of Veterinary & Animal Sciences,Bahawal Pur,"BS (HONS) , 4 Years",54000.0,11-08-2023,Medical Laboratory Technology
481,3. The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",80200.0,25-12-2023,Medical Laboratory Technology
482,4. Gomal University,D.i. Khan,"BS , 4 Years",0.0,31-08-2023,Medical Laboratory Technology
483,5. Faisalabad Medical University,Faisalabad,"BS , 4 Years",0.0,22-11-2023,Medical Laboratory Technology
484,6. Government College University,Faisalabad,"B.Sc. , 4 Years",61000.0,04-01-2024,Medical Laboratory Technology
485,7. Government College Women University,Faisalabad,"BS , 4 Years",0.0,04-08-2023,Medical Laboratory Technology
486,8. Karakuram International University,Gilgit,"BS , 4 Years",42140.0,03-08-2023,Medical Laboratory Technology
487,9. University Of Haripur,Haripur,"BS , 4 Years",38000.0,17-09-2023,Medical Laboratory Technology
488,10. National Skills University,Islamabad,"BS (HONS) , 4 Years",0.0,29-07-2022,Medical Laboratory Technology
489,"11. Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"BS , 4 Years",0.0,29-12-2020,Medical Laboratory Technology
490,12. Liaquat University Of Medical And Health Sciences,Jamshoro,"BS , 4 Years",0.0,15-12-2023,Medical Laboratory Technology
491,13. University Of Sindh,Jamshoro,"BS , 4 Years",22000.0,04-10-2023,Medical Laboratory Technology
492,14. University Of Karachi,Karachi,"BS , 4 Years",0.0,27-12-2023,Medical Laboratory Technology
493,15. Kohat University Of Science & Technology,Kohat,"BS , 4 Years",57300.0,01-11-2023,Medical Laboratory Technology
494,16. Government College University Lahore,Lahore,"BS , 4 Years",0.0,24-09-2023,Medical Laboratory Technology
495,17. King Edward Medical University / Mayo Hospital,Lahore,"B.Sc. [Hons] , 4 Years",54000.0,02-01-2024,Medical Laboratory Technology
496,18. University Of Health Sciences,Lahore,"BS , 4 Years",0.0,09-02-2024,Medical Laboratory Technology
497,19. University Of Veterinary And Animal Sciences,Lahore,"BS , 4 Years",48180.0,27-10-2023,Medical Laboratory Technology
498,20. Hazara University,Mansehra,"BS , 4 Years",44200.0,20-09-2021,Medical Laboratory Technology
499,1. Ibadat International University Islamabad,Islamabad,"BS , 4 Years",0.0,10-09-2023,Medical Ultrasound
500,2. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",144200.0,31-01-2024,Medical Ultrasound
501,3. Riphah International University Lahore,Lahore,"B.Sc. [Hons] , 4 Years",0.0,28-02-2024,Medical Ultrasound
502,4. Health Services Academy,Islamabad,"BS , 4 Years",0.0,30-10-2023,Medical Ultrasound
503,"1. Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"BS , 4 Years",0.0,29-12-2020,Optometry
504,2. Dow University Of Health Sciences,Karachi,"BS , 4 Years",100000.0,19-01-2024,Optometry
505,3. King Edward Medical University / Mayo Hospital,Lahore,"B.Sc. [Hons] , 4 Years",54000.0,06-01-2024,Optometry
506,4. Khyber Medical University,Peshawar,"BS , 4 Years",80000.0,02-03-2023,Optometry
507,5. Khawaja Fareed University Of Engineering & Information Technology,Rahim Yar Khan,"BS , 4 Years",80000.0,30-06-2022,Optometry
508,6. The University Of Faisalabad,Faisalabad,"OD , 5 Years",280000.0,07-10-2023,Optometry
509,7. Sohail University,Karachi,"BS , 4 Years",0.0,06-10-2023,Optometry
510,8. Green International University,Lahore,"BS , 4 Years",0.0,11-11-2023,Optometry
511,9. Nur International University,Lahore,"BS , 4 Years",155278.0,23-03-2024,Optometry
512,10. The Superior University,Lahore,"OD , 4 Years",169800.0,25-01-2024,Optometry
513,11. Al- Hamd Islamic University,Quetta,"BS , 4 Years",0.0,21-09-2023,Optometry
514,12. Abasyn University (sub Campus),Islamabad,"BS , 4 Years",0.0,07-02-2023,Optometry
515,"13. Iqra University, Chak Shahzad Campus",Islamabad,"BS , 4 Years",207600.0,29-02-2024,Optometry
516,14. College Of Ophthalmology & Allied Vision Sciences,Lahore,"B.Sc. , 4 Years",0.0,10-01-2022,Optometry
517,15. Al Wateen Institute Of Medical Sciences,Islamabad,"BS , 4 Years",0.0,22-02-2019,Optometry
518,16. Capital College Of Health Sciences,Islamabad,"BS , 4 Years",0.0,20-09-2022,Optometry
519,17. College Of Medical Technology/pims,Islamabad,"BS , 4 Years",0.0,28-11-2023,Optometry
520,18. Hbs Medical And Dental College,Islamabad,"BS , 4 Years",0.0,23-03-2024,Optometry
521,19. Fmh College Of Medicine & Dentistry,Lahore,"B.Sc. , 4 Years",0.0,17-12-2022,Optometry
522,20. Rashid Latif Medical College,Lahore,"B.Sc. [Hons] , 4 Years",0.0,19-01-2024,Optometry
523,1. The Islamia University Of Bahawalpur,Bahawal Pur,"DPT , 5 Years",80200.0,15-08-2023,Physical Therapy
524,2. Gomal University,D.i. Khan,"DPT , 5 Years",0.0,31-08-2023,Physical Therapy
525,3. University Of Haripur,Haripur,"DPT , 5 Years",0.0,09-02-2024,Physical Therapy
526,"4. Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"DPT , 5 Years",0.0,28-01-2022,Physical Therapy
527,5. Jinnah Sindh Medical University,Karachi,"DPT , 5 Years",0.0,06-01-2024,Physical Therapy
528,6. University Of Karachi,Karachi,"DPT , 5 Years",90000.0,08-11-2023,Physical Therapy
529,7. Kohat University Of Science & Technology,Kohat,"DPT , 5 Years",87000.0,01-11-2023,Physical Therapy
530,8. Lahore College For Women University,Lahore,"DPT , 5 Years",46790.0,20-09-2023,Physical Therapy
531,9. University Of Health Sciences,Lahore,"DPT , 5 Years",0.0,15-12-2023,Physical Therapy
532,10. Shaheed Mohtarma Benazir Bhutto Medical University,Larkana,"DPT , 5 Years",150000.0,29-01-2022,Physical Therapy
533,11. Hazara University,Mansehra,"DPT , 5 Years",0.0,20-09-2021,Physical Therapy
534,12. Mirpur University Of Science And Technology,Mir Pur (ajk),"DPT , 5 Years",0.0,31-07-2023,Physical Therapy
535,13. Multan University Of Science And Technology,Multan,"PHARM.D , 5 Years",0.0,31-12-2023,Physical Therapy
536,14. University Of Azad Jammu & Kashmir,Muzaffarabad,"DPT , 5 Years",0.0,31-08-2023,Physical Therapy
537,15. Bolan Medical College / Bolan Hospital,Quetta,"DPT , 5 Years",0.0,15-02-2022,Physical Therapy
538,16. University Of Sialkot,Sialkot,"DPT , 5 Years",176000.0,01-11-2023,Physical Therapy
539,17. The Begum Nusrat Bhutto Women University,Sukkur,"DPT , 5 Years",0.0,11-08-2023,Physical Therapy
540,18. The University Of Veterinary & Animal Sciences,Swat,"DPT , 5 Years",0.0,27-10-2023,Physical Therapy
541,19. The University Of Modern Sciences,Tando Muhammad Khan,"DPT , 5 Years",0.0,30-09-2023,Physical Therapy
542,20. University Of Chakwal,Chakwal,"BS , 4 Years",0.0,28-08-2021,Physical Therapy
543,1. Faisalabad Medical University,Faisalabad,"BS , 4 Years",0.0,22-11-2023,Renal Dialysis Technology
544,2. King Edward Medical University / Mayo Hospital,Lahore,"B.Sc. [Hons] , 4 Years",54000.0,02-01-2024,Renal Dialysis Technology
545,3. Nishtar Medical College / Nishter Hospital,Multan,"BS , 4 Years",0.0,31-12-2022,Renal Dialysis Technology
546,4. Khyber Medical University,Peshawar,"B.Sc. , 4 Years",80000.0,02-03-2023,Renal Dialysis Technology
547,5. The Superior University,Lahore,"BS , 4 Years",0.0,25-01-2024,Renal Dialysis Technology
548,6. Health Services Academy,Islamabad,"BS , 4 Years",0.0,30-10-2023,Renal Dialysis Technology
549,7. Northwest Institute Of Healths Ciences,Peshawar,"BS , 4 Years",0.0,16-03-2024,Renal Dialysis Technology
550,1. King Edward Medical University / Mayo Hospital,Lahore,"B.Sc. [Hons] , 4 Years",54000.0,02-01-2024,Speech Language Therapy
551,2. Pakistan Institute Of Medical Sciences,Islamabad,"BS , 4 Years",0.0,21-09-2015,Speech Language Therapy
552,3. Danish Degree College,Faisalabad,"BS , 4 Years",0.0,22-10-2022,Speech Language Therapy
553,4. Advance Life College Of Medical Sciences,Lahore,"BS , 4 Years",0.0,30-11-2016,Speech Language Therapy
554,"5. Vertex Institute Of Science & Technology, Mirpur Campus",Mir Pur (ajk),"AD , 2 Years",0.0,04-01-2023,Speech Language Therapy
555,6. Multan College Of Physiotherapy,Multan,"BS , 4 Years",0.0,28-11-2022,Speech Language Therapy
556,7. Pir Abdul Qadir Shah Jeelani Institute Of Medical Sciences,Gambat,"BS , 4 Years",0.0,11-03-2024,Speech Language Therapy
557,8. School Of Allied Health Sciences,Lahore,"B.Sc. , 2 Years",,30-11--0001,Speech Language Therapy
558,9. Aims Institute Of Management Sciences,Lahore,"BS , 4 Years",0.0,26-11-2016,Speech Language Therapy
559,10. Multan Institute Of Health Sciences,Multan,"BS , 4 Years",0.0,29-09-2016,Speech Language Therapy
560,1. Faisalabad Medical University,Faisalabad,"B.Sc. [Hons] , 4 Years",0.0,22-11-2023,Vision Sciences
561,2. University Of Azad Jammu & Kashmir,Muzaffarabad,"BS , 4 Years",0.0,31-08-2023,Vision Sciences
562,3. Khyber Medical University,Peshawar,"BS , 4 Years",0.0,14-11-2023,Vision Sciences
563,4. Isra University/hospital,Hyderabad,"BS , 4 Years",0.0,15-12-2023,Vision Sciences
564,5. Ibadat International University Islamabad,Islamabad,"BS , 4 Years",0.0,10-09-2023,Vision Sciences
565,6. Sir Syed Case Institute Of Technology,Islamabad,"BS , 4 Years",0.0,03-01-2024,Vision Sciences
566,7. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",197000.0,31-01-2024,Vision Sciences
567,8. Abasyn University (sub Campus),Islamabad,"BS , 4 Years",0.0,24-03-2024,Vision Sciences
568,9. The University Of Lahore ( Islamabad Campus ),Islamabad,"OD , 5 Years",0.0,11-10-2019,Vision Sciences
569,10. Isra University [khi],Karachi,"B.Sc. [Hons] , 4 Years",125000.0,11-12-2021,Vision Sciences
570,"11. The University Of Lahore, Sub Campus",Sargodha,"BS , 4 Years",0.0,04-11-2023,Vision Sciences
571,12. Institute Of Health Sciences,Islamabad,"BS , 4 Years",0.0,14-11-2023,Vision Sciences
572,13. Government College For Women [gulberg],Lahore,"BS , 4 Years",0.0,20-09-2023,Vision Sciences
573,14. Kmu Institute Of Medical Sciences,Kohat,"BS , 4 Years",0.0,30-09-2021,Vision Sciences
574,15. Pakistan Institute Of Community Ophthalmology,Peshawar,"BS , 4 Years",0.0,21-11-2020,Vision Sciences
575,16. Pakistan Institute Of Rehabilitation Sciences,Islamabad,"BS , 4 Years",0.0,20-03-2022,Vision Sciences
576,17. Rehman Medical Institute,Peshawar,"BS , 4 Years",0.0,23-10-2023,Vision Sciences
577,1. The Superior University,Lahore,"BS , 4 Years",0.0,25-01-2024,Aesthetics And Cosmetology
578,2. Health Services Academy,Islamabad,"BS , 4 Years",0.0,15-03-2024,Aesthetics And Cosmetology
579,1. University Of Haripur,Haripur,"BS , 4 Years",38000.0,09-02-2024,Anesthesia Technology
580,"2. Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"BS , 4 Years",0.0,29-12-2020,Anesthesia Technology
581,3. Nishtar Medical College / Nishter Hospital,Multan,"BS , 4 Years",0.0,31-12-2022,Anesthesia Technology
582,4. Lahore University Of Biological & Applied Sciences,Lahore,"BS , 4 Years",0.0,03-02-2024,Anesthesia Technology
583,5. The Superior University,Lahore,"BS , 4 Years",0.0,25-01-2024,Anesthesia Technology
584,6. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",0.0,31-01-2024,Anesthesia Technology
585,7. Sarhad University Of Science & Information Technology,Peshawar,"BBS , 2 Years",76855.0,08-03-2024,Anesthesia Technology
586,8. Al- Hamd Islamic University,Quetta,"BS , 4 Years",0.0,21-09-2023,Anesthesia Technology
587,9. Alhamd Islamic University [ibd],Islamabad,"BS , 4 Years",0.0,28-02-2023,Anesthesia Technology
588,"10. Iqra University, Chak Shahzad Campus",Islamabad,"BS , 4 Years",187200.0,29-02-2024,Anesthesia Technology
589,11. Institute Of Health Sciences,Islamabad,"BS , 4 Years",0.0,14-11-2023,Anesthesia Technology
590,12. Bacha Khan Medical College,Mardan,"BS , 4 Years",0.0,23-10-2023,Anesthesia Technology
591,13. Khyber Institute Of Medical Sciences,Charsadda,"BS , 4 Years",0.0,18-12-2022,Anesthesia Technology
592,14. Capital College Of Health Sciences,Islamabad,"BS , 4 Years",0.0,20-09-2022,Anesthesia Technology
593,15. College Of Medical Technology/pims,Islamabad,"BS , 4 Years",0.0,28-11-2023,Anesthesia Technology
594,16. Hbs Medical And Dental College,Islamabad,"BS , 4 Years",0.0,23-03-2024,Anesthesia Technology
595,17. Prime Institute Of Health & Management Sciences,Mardan,"BS , 4 Years",0.0,19-01-2023,Anesthesia Technology
596,18. Ahmad Medical Institute,Peshawar,"BS , 4 Years",0.0,28-11-2020,Anesthesia Technology
597,19. Asian Institute Of Medical & Management Sciences,Peshawar,"BS , 4 Years",0.0,28-12-2023,Anesthesia Technology
598,20. Ghazali Institute Of Medical Sciences,Peshawar,"BS , 4 Years",0.0,28-09-2023,Anesthesia Technology
599,1. Zia-ud-din Medical University,Karachi,"BS , 4 Years",285500.0,19-08-2023,Audiology & Speech Language Therapy
600,2. Bilawal Medical College,Jamshoro,"BS , 4 Years",0.0,15-06-2023,Audiology & Speech Language Therapy
601,3. Sindh Institute Of Physical Medecine & Rehabilitaion,Karachi,"BS , 4 Years",0.0,17-01-2024,Audiology & Speech Language Therapy
602,1. University Of Karachi,Karachi,"BS , 4 Years",20400.0,27-12-2023,Audiology & Speech Pathology
603,1. Indus University,Karachi,"BS , 4 Years",147000.0,20-01-2024,Blood Transfusion Medicine
604,2. Indus Hospital (school Of Nursing) Children Cancer Hospital,Karachi,"AD , 2 Years",0.0,24-02-2023,Blood Transfusion Medicine
605,1. The Superior University,Lahore,"BS , 4 Years",0.0,25-01-2024,Blood Transfusion Technology
606,2. Indus College Of Allied Health,Karachi,"AD , 2 Years",0.0,22-12-2021,Blood Transfusion Technology
607,3. Institute Of Allied Health Sciences,Wah,"AD , 2 Years",0.0,15-01-2024,Blood Transfusion Technology
608,1. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",0.0,31-01-2024,Cardiac Technology
609,1. Women University Azad Jammu & Kashmir,Bagh,"BS , 4 Years",55000.0,15-10-2022,Clinical Laboratory Sciences
610,2. Dow University Of Health Sciences,Karachi,"BS , 4 Years",100000.0,19-01-2024,Clinical Laboratory Sciences
611,3. Jinnah Sindh Medical University,Karachi,"BS , 4 Years",0.0,06-01-2024,Clinical Laboratory Sciences
612,4. University Of Kotli,Kotli,"BS , 4 Years",0.0,08-09-2023,Clinical Laboratory Sciences
613,5. University Of Azad Jammu & Kashmir,Muzaffarabad,"BS , 4 Years",0.0,31-08-2023,Clinical Laboratory Sciences
614,6. Women University Swabi,Swabi,"BS , 4 Years",77000.0,06-02-2023,Clinical Laboratory Sciences
615,7. Indus University,Karachi,"BS , 4 Years",134000.0,20-01-2024,Clinical Laboratory Sciences
616,8. Sohail University,Karachi,"BS , 4 Years",0.0,06-10-2023,Clinical Laboratory Sciences
617,9. Zia-ud-din Medical University,Karachi,"BS , 4 Years",86000.0,19-08-2023,Clinical Laboratory Sciences
618,10. National Institute Of Physical Therapy And Rehabilitation Sciences,Karachi,"BS , 4 Years",0.0,10-12-2020,Clinical Laboratory Sciences
619,11. Indus College Of Allied Health,Karachi,"BS , 4 Years",0.0,08-01-2023,Clinical Laboratory Sciences
620,12. Liaquat National Medical College,Karachi,"BS , 4 Years",0.0,20-01-2024,Clinical Laboratory Sciences
621,13. Sindh Institute Of Medical And Allied Sciences,Karachi,"BS , 4 Years",0.0,10-02-2023,Clinical Laboratory Sciences
622,14. Sindh Institute Of Urology And Transplantation,Karachi,"BS , 4 Years",0.0,04-12-2023,Clinical Laboratory Sciences
623,1. Dadabhoy Institute Of Higher Education,Karachi,"BS , 4 Years",104750.0,02-02-2018,Clinical Micro Biology
624,1. Isra University [isb]],Islamabad,"BS , 4 Years",0.0,05-09-2022,Clinical Pharmacology
625,1. Sohail University,Karachi,"BS , 4 Hours",0.0,06-10-2023,Critical Care Sciences
626,2. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",0.0,31-01-2024,Critical Care Sciences
627,3. Indus College Of Allied Health,Karachi,"BS , 4 Years",0.0,08-01-2023,Critical Care Sciences
628,4. Liaquat National Medical College,Karachi,"BS , 4 Years",0.0,24-12-2022,Critical Care Sciences
629,5. Sindh Institute Of Urology And Transplantation,Karachi,"BS , 4 Years",0.0,04-12-2023,Critical Care Sciences
630,1. Islamic International Dental College/hospital,Islamabad,"AD , 2 Years",0.0,19-03-2021,Dental Laboratory Technecian
631,1. Khawaja Fareed University Of Engineering & Information Technology,Rahim Yar Khan,"BS , 4 Years",80000.0,30-06-2022,Dermatology
632,2. The University Of Faisalabad,Faisalabad,"BS , 4 Years",0.0,07-10-2023,Dermatology
633,3. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",0.0,31-01-2024,Dermatology
634,1. Women University Swabi,Swabi,"BS , 4 Years",77000.0,18-08-2023,Diagnostic Medical Sonography
635,1. Women University Azad Jammu & Kashmir,Bagh,"BS , 4 Years",55000.0,15-10-2022,Diagnostic Radiology
636,2. University Of Azad Jammu & Kashmir,Muzaffarabad,"BS , 4 Years",0.0,31-08-2023,Diagnostic Radiology
637,3. Liaquat National Medical College,Karachi,"BS , 4 Years",0.0,24-12-2022,Diagnostic Radiology
638,4. Sindh Institute Of Urology And Transplantation,Karachi,"BS , 4 Years",0.0,04-12-2023,Diagnostic Radiology
639,1. University Of Azad Jammu & Kashmir,Muzaffarabad,"BS , 4 Years",0.0,31-08-2023,Dialysis Technology
640,2. Shifa Tameer-e-millat University,Islamabad,"B.Sc. , 4 Years",188000.0,22-11-2023,Dialysis Technology
641,3. Shifa Tameer-e-millat University,Islamabad,"AD , 2 Years",14000.0,22-11-2023,Dialysis Technology
642,4. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",0.0,31-01-2024,Dialysis Technology
643,5. Capital College Of Health Sciences,Islamabad,"BS , 4 Years",0.0,20-09-2022,Dialysis Technology
644,6. Liaquat National Medical College,Karachi,"BS , 4 Years",0.0,24-12-2022,Dialysis Technology
645,7. Hafeez Institute Of Medical Sciences,Peshawar,"BS , 4 Years",0.0,13-12-2021,Dialysis Technology
646,8. Pir Abdul Qadir Shah Jeelani Institute Of Medical Sciences,Gambat,"BS , 4 Years",0.0,11-03-2024,Dialysis Technology
647,9. Sindh Institute Of Urology And Transplantation,Karachi,"BS , 4 Years",0.0,04-12-2023,Dialysis Technology
648,1. Wazirabad College Of Pharmacy,Wazirabad,"DIP , 2 Years",0.0,19-03-2022,Dispenser
649,1. The Islamia University Of Bahawalpur,Bahawal Pur,"BEMS , 5 Years",80200.0,25-12-2023,Eastern Medicine & Surgery
650,2. Government College University,Faisalabad,"BEMS , 5 Years",64000.0,30-11--0001,Eastern Medicine & Surgery
651,3. University Of Balochistan,Quetta,"BS , 4 Years",21120.0,20-08-2022,Eastern Medicine & Surgery
652,"4. Unversity Of The Poonch, Rawala Kot",Rawala Kot,"BEMS , 5 Years",32000.0,30-09-2023,Eastern Medicine & Surgery
653,5. Hamdard University,Karachi,"BEMS , 5 Years",100100.0,15-07-2023,Eastern Medicine & Surgery
654,6. Jinnah University For Women,Karachi,"BEMS , 5 Years",102000.0,04-01-2022,Eastern Medicine & Surgery
655,7. Shaheed Benazir Bhutto Dewan University,Karachi,"BEMS , 5 Years",146000.0,02-01-2018,Eastern Medicine & Surgery
656,8. Zia-ud-din Medical University,Karachi,"BEMS , 5 Years",184000.0,19-08-2023,Eastern Medicine & Surgery
657,9. Qarshi University (lhr),Lahore,"BEMS , 5 Years",125000.0,10-08-2023,Eastern Medicine & Surgery
658,10. The Superior University,Lahore,"BEMS , 5 Years",0.0,25-01-2024,Eastern Medicine & Surgery
659,11. Qarshi University,Muridke,"BEMS , 5 Years",0.0,30-11--0001,Eastern Medicine & Surgery
660,12. Hamdard University - Islamabad Campus,Islamabad,"BS , 4 Years",0.0,15-07-2023,Eastern Medicine & Surgery
661,13. Himayat-e-islam Tibbiyah College,Lahore,"BEMS , 4 Years",0.0,16-10-2022,Eastern Medicine & Surgery
662,14. National Institution Of Management Sciences,Faisalabad,"DIP , 4 Years",0.0,27-10-2018,Eastern Medicine & Surgery
663,1. National University Of Medical Sciences,Rawalpindi,"BS , 4 Years",0.0,07-08-2023,Emergency & Clinical Medicine Technology
664,1. Gomal University,D.i. Khan,"BS , 4 Years",0.0,31-08-2023,Emerging Care Technology
665,2. Kohat University Of Science & Technology,Kohat,"BS , 4 Years",57300.0,01-11-2023,Emerging Care Technology
666,3. Bannu College Of Medical Technologies,Bannu,"BS , 4 Years",0.0,21-10-2022,Emerging Care Technology
667,1. Kinnaird College For Women,Lahore,"BS , 4 Years",90200.0,21-07-2023,Food Sciences & Human Nutrition
668,1. Nishtar Medical College / Nishter Hospital,Multan,"BS , 4 Years",0.0,31-12-2022,Gastroenterology
669,2. Pir Abdul Qadir Shah Jeelani Institute Of Medical Sciences,Gambat,"BS , 4 Years",0.0,11-03-2024,Gastroenterology
670,1. Institute Of Professional Learning,Charsadda,"BS , 4 Years",0.0,31-07-2014,Health
671,2. National Institute Of Health And Management Sciences,Peshawar,"BS (HONS) , 4 Years",0.0,22-12-2023,Health
672,1. Shifa Tameer-e-millat University,Islamabad,"BS , 4 Years",144000.0,29-09-2022,Health Services Management
673,1. University Of Haripur,Haripur,"BS , 4 Years",38000.0,17-09-2023,Health Technology
674,2. Sarhad University Of Science & Information Technology,Peshawar,"BS , 4 Years",122390.0,16-05-2023,Health Technology
675,3. Ghazali Institute Of Medical Sciences,Peshawar,"BS , 4 Years",0.0,28-09-2023,Health Technology
676,4. International College Of Health Sciences,Peshawar,"BS , 4 Years",0.0,19-11-2022,Health Technology
677,5. Comwave Institute Of Information Technology,Islamabad,"BS , 4 Years",0.0,18-11-2023,Health Technology
678,6. Premier Institute Of Health And Management Sciences,Peshawar,"BS , 4 Years",0.0,02-11-2023,Health Technology
679,1. Air University,Islamabad,"BS , 4 Years",175392.0,08-01-2024,Healthcare Systems Management
680,2. The University Of Faisalabad,Faisalabad,"BS , 4 Years",0.0,07-10-2023,Healthcare Systems Management
681,1. University Of Peshawar,Peshawar,"BS , 4 Years",0.0,16-10-2023,Human Development (early Child Development)
682,2. University Of Home Economics,Lahore,"BS , 4 Years",0.0,29-09-2023,Human Development (early Child Development)
683,3. College Of Home Economics,Peshawar,"BS , 4 Years",0.0,04-10-2021,Human Development (early Child Development)
684,1. King Edward Medical University / Mayo Hospital,Lahore,"B.Sc. [Hons] , 4 Years",54000.0,06-01-2024,Investigative Ophthalmology
685,2. College Of Ophthalmology & Allied Vision Sciences,Lahore,"B.Sc. , 4 Years",0.0,10-01-2022,Investigative Ophthalmology
686,1. Health Services Academy,Islamabad,"BS , 4 Years",0.0,30-10-2023,Medical Entomology & Disease Vector Control
687,1. The University Of Faisalabad,Faisalabad,"BS , 4 Years",135200.0,07-10-2023,Medical Laboratory Sciences
688,2. Baqai Medical University,Karachi,"BS , 4 Years",0.0,13-10-2023,Medical Laboratory Sciences
689,3. The Superior University,Lahore,"BS , 4 Years",141600.0,25-01-2024,Medical Laboratory Sciences
690,4. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",147400.0,31-01-2024,Medical Laboratory Sciences
691,5. The University Of Lahore ( Islamabad Campus ),Islamabad,"MD , 5 Years",0.0,11-10-2019,Medical Laboratory Sciences
692,"6. The University Of Lahore, Sub Campus",Sargodha,"BS , 4 Years",0.0,04-11-2023,Medical Laboratory Sciences
693,7. Al Wateen Institute Of Medical Sciences,Islamabad,"BS , 4 Years",0.0,22-02-2019,Medical Laboratory Sciences
694,8. Vertex College Of Science And Technology,Islamabad,"BS , 5 Years",0.0,02-11-2018,Medical Laboratory Sciences
695,9. Hussain College Of Health Sciences,Lahore,"BS , 4 Years",0.0,31-08-2020,Medical Laboratory Sciences
696,10. Zohra Institute Of Health Sciences,Rawalpindi,"BS , 4 Years",90000.0,01-01-2021,Medical Laboratory Sciences
697,1. Jinnah Sindh Medical University,Karachi,"BS , 4 Years",0.0,06-01-2024,Medical Technology
698,2. University Of Kotli,Kotli,"BS , 4 Years",0.0,08-09-2023,Medical Technology
699,3. Zia-ud-din Medical University,Karachi,"B.Sc. , 3 Years",96500.0,19-08-2023,Medical Technology
700,4. Pakistan Institute Of Medical Sciences,Islamabad,"BS , 4 Years",0.0,21-09-2015,Medical Technology
701,5. Sughra Shafi Medical Complex,Narowal,"B.Sc. , 2 Years",,30-11--0001,Medical Technology
702,1. Aga Khan University,Karachi,"B.Sc. , 2 Years",288000.0,28-04-2022,Midwifery
703,2. Health Services Academy,Islamabad,"BS , 4 Years",0.0,15-03-2024,Midwifery
704,1. King Edward Medical University / Mayo Hospital,Lahore,"B.Sc. [Hons] , 4 Years",54000.0,02-01-2024,Neuro Electrophysiology
705,1. Khyber Medical University,Peshawar,"BS , 4 Years",80000.0,02-03-2023,Neuro Physiology Technology
706,2. Shifa Tameer-e-millat University,Islamabad,"AD , 3 Years",14000.0,22-11-2023,Neuro Physiology Technology
707,3. Shifa Tameer-e-millat University,Islamabad,"B.Sc. , 4 Years",188000.0,22-11-2023,Neuro Physiology Technology
708,4. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",0.0,31-01-2024,Neuro Physiology Technology
709,5. Riphah International University Lahore,Lahore,"BS , 4 Years",0.0,15-01-2024,Neuro Physiology Technology
710,6. The Childrens Hospital & The Institute Of Child Health,Lahore,"BS , 4 Years",0.0,18-12-2023,Neuro Physiology Technology
711,1. Pir Abdul Qadir Shah Jeelani Institute Of Medical Sciences,Gambat,"BS , 4 Years",0.0,11-03-2024,Obstetrics & Gynaecology
712,"1. Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"B.Sc. , 2 Years",0.0,29-12-2020,Occupational Therapy
713,2. Dow University Of Health Sciences,Karachi,"B.Sc. [Hons] , 4 Years",140000.0,06-12-2019,Occupational Therapy
714,3. Khyber Medical University,Peshawar,"BS , 4 Years",80000.0,14-11-2023,Occupational Therapy
715,4. Shaheed Benazir Bhutto Dewan University,Karachi,"BS , 5 Years",140000.0,15-02-2019,Occupational Therapy
716,5. Zia-ud-din Medical University,Karachi,"BS , 4 Years",96500.0,19-08-2023,Occupational Therapy
717,6. The Superior University,Lahore,"BS , 4 Years",0.0,25-01-2024,Occupational Therapy
