,Institute,City,"Degree, Duration",Fee,Deadline,Programs
718,7. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",123000.0,31-01-2024,Occupational Therapy
719,8. Bilawal Medical College,Jamshoro,"BS , 4 Years",0.0,15-06-2023,Occupational Therapy
720,9. Sindh Institute Of Physical Medecine & Rehabilitaion,Karachi,"BS , 4 Years",0.0,17-01-2024,Occupational Therapy
721,10. National Institute Of Modern Studies,Islamabad,"BS , 4 Years",0.0,06-02-2022,Occupational Therapy
722,11. Psrd College Of Rehabilitation Sciences,Lahore,"B.Sc. [Hons] , 4 Years",0.0,31-01-2024,Occupational Therapy
723,12. Bakhtawar Amin Medical And Dental College,Multan,"BS , 4 Years",0.0,28-02-2024,Occupational Therapy
724,13. Multan College Of Physiotherapy,Multan,"BS , 4 Years",0.0,30-09-2019,Occupational Therapy
725,14. College Of Physical Medicine & Rehabilitation,Peshawar,"BS , 4 Years",0.0,25-01-2022,Occupational Therapy
726,15. Jinnah Postgraduate Medical Centre/hospital,Karachi,"B.Sc. , 3 Years",0.0,15-02-2024,Occupational Therapy
727,16. The Childrens Hospital & The Institute Of Child Health,Lahore,"B.Sc. [Hons] , 4 Years",0.0,18-12-2023,Occupational Therapy
728,1. Faisalabad Medical University,Faisalabad,"BS , 4 Years",0.0,22-11-2023,Operation Theater Technology
729,"2. Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"BS , 4 Years",0.0,29-12-2020,Operation Theater Technology
730,3. Mirpur University Of Science And Technology,Mir Pur (ajk),"BS , 4 Years",0.0,15-07-2022,Operation Theater Technology
731,4. Ibadat International University Islamabad,Islamabad,"BS , 4 Years",0.0,10-09-2023,Operation Theater Technology
732,5. Sir Syed Case Institute Of Technology,Islamabad,"BS , 4 Years",0.0,03-01-2024,Operation Theater Technology
733,6. Nur International University,Lahore,"BS , 4 Years",155278.0,23-03-2024,Operation Theater Technology
734,7. The Superior University,Lahore,"BS , 4 Years",0.0,25-01-2024,Operation Theater Technology
735,8. Al- Hamd Islamic University,Quetta,"BS , 4 Years",0.0,22-07-2022,Operation Theater Technology
736,9. Abasyn University (sub Campus),Islamabad,"BS , 4 Years",0.0,24-03-2024,Operation Theater Technology
737,10. Riphah International University Lahore,Lahore,"BS , 4 Years",0.0,28-02-2024,Operation Theater Technology
738,11. D. G. Khan Medical College,D.g.khan,"B.Sc. [Hons] , 4 Years",0.0,16-01-2023,Operation Theater Technology
739,12. Aziz Fatimah Medical And Dental College,Faisalabad,"BS , 4 Years",0.0,31-10-2022,Operation Theater Technology
740,13. Independent Medical College,Faisalabad,"B.Sc. [Hons] , 4 Years",0.0,30-09-2021,Operation Theater Technology
741,14. Capital College Of Health Sciences,Islamabad,"BS , 4 Years",0.0,20-09-2022,Operation Theater Technology
742,15. Allied College Of Health Sciences,Khanewal,"BS , 4 Years",0.0,30-09-2021,Operation Theater Technology
743,16. Akhtar Saeed Medical And Dental College,Lahore,"B.Sc. [Hons] , 4 Years",0.0,31-08-2020,Operation Theater Technology
744,17. Central Park College Of Allied Health Sciences,Lahore,"BS , 4 Years",0.0,30-09-2019,Operation Theater Technology
745,18. Gulab Devi Educational Complex,Lahore,"BS (HONS) , 4 Years",0.0,02-09-2023,Operation Theater Technology
746,19. Dr Yahya Institute Of Medical Sciences,Layyah,"BS , 4 Years",0.0,15-12-2021,Operation Theater Technology
747,20. Allied College Of Health Sciences,Multan,"BS , 4 Years",0.0,30-09-2021,Operation Theater Technology
748,1. Women University Azad Jammu & Kashmir,Bagh,"BS , 4 Years",55000.0,15-10-2022,Operation Theatre Sciences
749,2. Jinnah Sindh Medical University,Karachi,"BS , 4 Hours",0.0,06-01-2024,Operation Theatre Sciences
750,3. Indus University,Karachi,"BS , 4 Years",114000.0,20-01-2024,Operation Theatre Sciences
751,4. Zia-ud-din Medical University,Karachi,"BS , 4 Years",96500.0,15-07-2020,Operation Theatre Sciences
752,5. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",131200.0,31-01-2024,Operation Theatre Sciences
753,6. Indus College Of Allied Health,Karachi,"BS , 4 Years",0.0,08-01-2023,Operation Theatre Sciences
754,7. Liaquat National Medical College,Karachi,"BS , 4 Years",0.0,24-12-2022,Operation Theatre Sciences
755,8. Sindh Institute Of Urology And Transplantation,Karachi,"BS , 4 Hours",0.0,04-12-2023,Operation Theatre Sciences
756,9. Faisal Institute Of Health Sciences,Faisalabad,"BS , 4 Years",0.0,05-01-2023,Operation Theatre Sciences
757,10. Prime Institute Of Health Sciences,Islamabad,"BS , 4 Years",0.0,30-08-2023,Operation Theatre Sciences
758,11. Abu Zafar Institute Of Medical Sciences,Karachi,"BS , 4 Years",0.0,31-12-2018,Operation Theatre Sciences
759,12. Tabba Heart Institute,Karachi,"BS , 4 Years",0.0,20-12-2017,Operation Theatre Sciences
760,13. Afro-asian Institute,Lahore,"BS , 4 Years",0.0,10-08-2023,Operation Theatre Sciences
761,1. Government College University,Faisalabad,"B.Sc. , 4 Years",61000.0,30-11--0001,Operation Theatre Technician
762,2. Sheikh Zayed Medical College/hospital,Rahim Yar Khan,"B.Sc. , 2 Years",0.0,30-11-2023,Operation Theatre Technician
763,3. Advance Life College Of Medical Sciences,Lahore,"BS , 4 Years",0.0,30-11-2016,Operation Theatre Technician
764,4. Amna Inayat Medical College,Sheikhupura,"BS , 4 Years",0.0,18-11-2017,Operation Theatre Technician
765,5. Gulab Devi Chest Hospital,Lahore,"B.Sc. , 4 Years",0.0,30-11--0001,Operation Theatre Technician
766,6. The Childrens Hospital & The Institute Of Child Health,Lahore,"B.Sc. [Hons] , 4 Years",0.0,18-12-2023,Operation Theatre Technician
767,7. Gulab Devi Post Graduate Medical Institute,Lahore,"B.Sc. [Hons] , 4 Years",0.0,07-08-2018,Operation Theatre Technician
768,8. Shalamar School Of Allied Health Sciences,Lahore,"B.Sc. [Hons] , 4 Years",0.0,30-11-2023,Operation Theatre Technician
769,1. Dow University Of Health Sciences,Karachi,"BS , 4 Years",100000.0,19-01-2024,Ophthalmic Technician
770,1. College Of Ophthalmology & Allied Vision Sciences,Lahore,"B.Sc. , 4 Years",0.0,10-01-2022,Ophthalmology
771,2. Pir Abdul Qadir Shah Jeelani Institute Of Medical Sciences,Gambat,"BS , 4 Years",0.0,11-03-2024,Ophthalmology
772,1. Nishtar Medical College / Nishter Hospital,Multan,"BS , 4 Years",0.0,31-12-2022,Optometry & Orthoptics
773,2. Rawalpindi Medical University,Rawalpindi,"B.Sc. [Hons] , 4 Years",0.0,30-01-2024,Optometry & Orthoptics
774,3. Riphah International University,Islamabad,"BS , 4 Years",0.0,30-07-2023,Optometry & Orthoptics
775,4. Riphah International University Lahore,Lahore,"BS , 4 Years",0.0,28-02-2024,Optometry & Orthoptics
776,5. Advance Life College Of Medical Sciences,Lahore,"BS , 4 Years",0.0,30-11-2016,Optometry & Orthoptics
777,6. Gulab Devi Educational Complex,Lahore,"BS , 4 Years",0.0,02-09-2023,Optometry & Orthoptics
778,7. Bakhtawar Amin Medical And Dental College,Multan,"BS , 4 Years",0.0,28-02-2024,Optometry & Orthoptics
779,"8. Pakistan Institute Of Opthamology,al-shifa Trust Eye Hopital",Rawalpindi,"B.Sc. [Hons] , 4 Years",0.0,02-12-2023,Optometry & Orthoptics
780,9. Shalamar School Of Allied Health Sciences,Lahore,"B.Sc. [Hons] , 4 Years",0.0,30-11-2023,Optometry & Orthoptics
781,10. Al-shifa Trust Eye Hospital [jhelum Road],Rawalpindi,"B.Sc. [Hons] , 4 Years",0.0,26-11-2017,Optometry & Orthoptics
782,1. King Edward Medical University / Mayo Hospital,Lahore,"B.Sc. [Hons] , 4 Years",54000.0,06-01-2024,Orthoptics
783,1. Pir Abdul Qadir Shah Jeelani Institute Of Medical Sciences,Gambat,"BS , 4 Years",0.0,11-03-2024,Paediatric
784,1. Zia-ud-din Medical University,Karachi,"LLD , 5 Years",0.0,31-07-2021,Paediatric Medicine
785,1. Khyber Medical University,Peshawar,"BS , 4 Years",0.0,14-11-2023,Paramedics
786,1. University Of Sargodha,Sargodha,"BS , 4 Years",0.0,31-07-2023,Pathology
787,2. Ghazali Institute Of Medical Sciences,Peshawar,"BS , 4 Years",0.0,28-09-2023,Pathology
788,3. Hefa Foundation,Peshawar,"BS , 4 Years",0.0,05-11-2020,Pathology
789,4. Pir Abdul Qadir Shah Jeelani Institute Of Medical Sciences,Gambat,"BS , 4 Years",0.0,11-03-2024,Pathology
790,1. Dow University Of Health Sciences,Karachi,"BS , 4 Years",100000.0,19-01-2024,Perfusion Sciences
791,1. The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",39800.0,25-12-2023,Physiology
792,2. Government College University,Faisalabad,"BS , 4 Years",49000.0,04-01-2024,Physiology
793,3. University Of Sindh,Jamshoro,"BS , 4 Years",22000.0,04-10-2023,Physiology
794,4. University Of Karachi,Karachi,"BS , 4 Years",27600.0,27-12-2023,Physiology
795,5. Royal Gorup Of Colleges,Gujranwala,"BS , 4 Years",0.0,27-10-2018,Physiology
796,6. Advance Life College Of Medical Sciences,Lahore,"BS , 4 Years",0.0,30-11-2016,Physiology
797,7. Central Park College Of Allied Health Sciences,Lahore,"BS , 4 Years",0.0,30-09-2019,Physiology
798,8. Sialkot Medical College,Sialkot,"BS , 4 Years",0.0,20-08-2018,Physiology
799,9. Afro-asian Institute,Lahore,"BS , 4 Years",0.0,30-10-2018,Physiology
800,10. Gulab Devi Post Graduate Medical Institute,Lahore,"BS , 4 Years",0.0,12-08-2017,Physiology
801,1. Shifa Tameer-e-millat University,Islamabad,"AD , 3 Years",14000.0,22-11-2023,Radiation Oncology
802,1. The Superior University,Lahore,"BS , 4 Years",0.0,25-01-2024,Radiation Therapy Technology
803,1. Hussain College Of Health Sciences,Lahore,"BS , 4 Years",0.0,31-08-2020,Radiographer
804,2. Amna Inayat Medical College,Sheikhupura,"BS , 4 Years",0.0,18-11-2017,Radiographer
805,3. Faisal Institute Of Health Sciences,Faisalabad,"BS , 4 Years",0.0,05-01-2023,Radiographer
806,4. Multan Institute Of Health Sciences,Multan,"BS (HONS) , 4 Years",0.0,17-09-2017,Radiographer
807,1. Faisalabad Medical University,Faisalabad,"BS , 4 Years",0.0,22-11-2023,Radiographic & Imaging Technology
808,2. Government College University,Faisalabad,"BS , 4 Years",61000.0,30-11--0001,Radiographic & Imaging Technology
809,3. The University Of Chenab,Gujrat,"BS , 4 Years",0.0,17-02-2024,Radiographic & Imaging Technology
810,4. Ibadat International University Islamabad,Islamabad,"BS , 4 Years",0.0,10-09-2023,Radiographic & Imaging Technology
811,5. Lahore University Of Biological & Applied Sciences,Lahore,"BS , 4 Years",0.0,03-02-2024,Radiographic & Imaging Technology
812,6. Sutlej College Of Allied Health Sciences,Bahawal Pur,"BS , 4 Years",0.0,22-01-2021,Radiographic & Imaging Technology
813,7. Aziz Fatimah Medical And Dental College,Faisalabad,"BS , 4 Years",0.0,31-10-2022,Radiographic & Imaging Technology
814,8. Royal Gorup Of Colleges,Gujranwala,"BS (HONS) , 4 Years",0.0,27-10-2018,Radiographic & Imaging Technology
815,"9. Pakistan Institute Of Professional Sciences, Bhara Kahu",Islamabad,"BS , 4 Years",0.0,28-09-2019,Radiographic & Imaging Technology
816,10. A C E Institute Of Medical And Emerging Sciences,Lahore,"BS , 4 Years",0.0,09-12-2023,Radiographic & Imaging Technology
817,11. Central Park College Of Allied Health Sciences,Lahore,"BS , 4 Years",0.0,30-09-2019,Radiographic & Imaging Technology
818,12. Dr Yahya Institute Of Medical Sciences,Layyah,"BS , 4 Years",0.0,15-12-2021,Radiographic & Imaging Technology
819,13. Sahara College Of Pharmacy & Allied Health Sciences,Narowal,"BS , 4 Years",0.0,01-12-2018,Radiographic & Imaging Technology
820,"14. Riphah International College, Peshawar",Peshawar,"AD , 2 Years",0.0,30-10-2023,Radiographic & Imaging Technology
821,15. Center Of Advanced Studies In Health & Technology,Rawalpindi,"BS , 4 Years",0.0,05-10-2023,Radiographic & Imaging Technology
822,16. Health Services Academy,Islamabad,"BS , 4 Years",0.0,15-03-2024,Radiographic & Imaging Technology
823,17. Afro-asian Institute,Lahore,"BS , 4 Years",0.0,10-08-2023,Radiographic & Imaging Technology
824,18. Federal Institute Of Health Sciences,Lahore,"BS , 4 Years",0.0,17-01-2021,Radiographic & Imaging Technology
825,19. Nasjon Institute Of Health Sciences,Lahore,"BS , 4 Years",0.0,27-10-2020,Radiographic & Imaging Technology
826,20. Punjab Institute Of Professional Studies,Lahore,"BS , 4 Years",0.0,13-03-2021,Radiographic & Imaging Technology
827,1. Liaquat University Of Medical And Health Sciences,Jamshoro,"AD , 2 Years",0.0,15-12-2023,Radiologic Technology
828,2. Liaquat University Of Medical And Health Sciences,Jamshoro,"BS , 4 Years",0.0,15-12-2023,Radiologic Technology
829,3. Dow University Of Health Sciences,Karachi,"BS , 4 Years",100000.0,19-01-2024,Radiologic Technology
830,4. The University Of Modern Sciences,Tando Muhammad Khan,"BS , 4 Years",0.0,30-09-2023,Radiologic Technology
831,5. City University Of Science & Information Technology,Peshawar,"B.TECH , 4 Years",160000.0,08-03-2024,Radiologic Technology
832,6. Iqra National University,Peshawar,"BS , 4 Years",104000.0,16-03-2024,Radiologic Technology
833,7. Abasyn University (sub Campus),Islamabad,"BS , 4 Years",0.0,24-03-2024,Radiologic Technology
834,"8. Iqra University, Chak Shahzad Campus",Islamabad,"BS , 4 Years",187200.0,29-02-2024,Radiologic Technology
835,"9. Iqra National Univesity, Swat Campus",Swat,"BS , 4 Years",0.0,30-11--0001,Radiologic Technology
836,10. Institute Of Health Sciences,Islamabad,"BS , 4 Years",0.0,14-11-2023,Radiologic Technology
837,11. Bacha Khan Medical College,Mardan,"BS , 4 Years",0.0,23-10-2023,Radiologic Technology
838,12. Al- Qassar Institute Of Health Sciences,D.i. Khan,"BS , 4 Years",0.0,31-10-2020,Radiologic Technology
839,13. Prime Institute Of Health & Management Sciences,Mardan,"BS , 4 Years",0.0,19-01-2023,Radiologic Technology
840,14. Asian Institute Of Medical & Management Sciences,Peshawar,"BS , 4 Years",0.0,28-12-2023,Radiologic Technology
841,15. International College Of Health Sciences,Peshawar,"BS , 4 Years",0.0,19-11-2022,Radiologic Technology
842,16. Pakistan Institute Of Medical And Management Sciencse,Peshawar,"BS , 4 Years",0.0,01-11-2022,Radiologic Technology
843,17. Vertex Institute Of Science & Technology,Abbottabad,"BS , 4 Years",0.0,31-10-2023,Radiologic Technology
844,18. Dr. Ihsanullah Khan Medical Institute,Charsadda,"BS , 4 Years",0.0,02-10-2022,Radiologic Technology
845,19. Aman Medical Institute,Islamabad,"BS , 4 Years",0.0,17-11-2021,Radiologic Technology
846,20. Bashir Institute Of Health Sciences,Islamabad,"BS , 4 Years",0.0,08-03-2023,Radiologic Technology
847,1. Jinnah Sindh Medical University,Karachi,"BS , 4 Years",0.0,06-01-2024,Radiological Imaging
848,2. Indus University,Karachi,"BS , 4 Years",134000.0,20-01-2024,Radiological Imaging
849,3. Zia-ud-din Medical University,Karachi,"BS , 4 Years",96500.0,19-08-2023,Radiological Imaging
850,"4. Vertex Institute Of Science & Technology, Mirpur Campus",Mir Pur (ajk),"AD , 2 Years",0.0,04-01-2023,Radiological Imaging
851,1. University Of Haripur,Haripur,"BS , 4 Years",0.0,09-02-2024,Radiology
852,"2. Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"BS , 4 Years",0.0,29-12-2020,Radiology
853,3. Khyber Medical University,Peshawar,"B.Sc. , 4 Years",80000.0,02-03-2023,Radiology
854,4. Khawaja Fareed University Of Engineering & Information Technology,Rahim Yar Khan,"BS , 4 Years",80000.0,30-06-2022,Radiology
855,5. Shifa Tameer-e-millat University,Islamabad,"B.Sc. , 4 Years",14000.0,22-11-2023,Radiology
856,6. Sohail University,Karachi,"BS , 4 Years",0.0,06-10-2023,Radiology
857,7. Abasyn University,Peshawar,"BS , 4 Years",56100.0,02-03-2024,Radiology
858,8. Sarhad University Of Science & Information Technology,Peshawar,"BS , 4 Years",128113.0,16-05-2023,Radiology
859,9. Nims College Of Medical Imaging Sciences,Abbottabad,"BS , 4 Years",0.0,31-12-2021,Radiology
860,"10. Riphah Community College, Abbotabad Campus",Abbottabad,"AD , 2 Years",0.0,31-08-2023,Radiology
861,11. Khyber Institute Of Medical Sciences,Charsadda,"BS , 4 Years",0.0,18-12-2022,Radiology
862,12. Ahmad Medical Institute,Peshawar,"BS , 4 Years",0.0,28-11-2020,Radiology
863,13. Ghazali Institute Of Medical Sciences,Peshawar,"BS , 4 Years",0.0,28-09-2023,Radiology
864,14. Hallmark College Of Pharmacy,Peshawar,"BS , 4 Years",0.0,29-01-2021,Radiology
865,15. Hefa Foundation,Peshawar,"BS , 4 Years",0.0,05-11-2020,Radiology
866,16. Institute Of Health Sciences,Peshawar,"BS , 4 Years",0.0,22-01-2022,Radiology
867,17. Khyber Pakhtunkhwa Institute Of Medical Sciences,Peshawar,"BS , 4 Years",0.0,15-01-2022,Radiology
868,18. P E F University College,Peshawar,"BS , 4 Years",0.0,02-12-2023,Radiology
869,19. Professional College Of Medical Science,Peshawar,"CERT , 4 Years",0.0,14-12-2019,Radiology
870,20. Kings Institute Of Nursing And Allied Health Sciences,Saidu Sharif,"BS , 4 Years",0.0,26-11-2022,Radiology
871,1. Al- Hamd Islamic University,Quetta,"BS , 4 Years",0.0,18-02-2023,Radiology & Imaging Technology
872,2. Alhamd Islamic University [ibd],Islamabad,"BS , 4 Years",0.0,28-02-2023,Radiology & Imaging Technology
873,"3. Riphah International College, Bahawlpur",Bahawal Pur,"AD , 2 Years",0.0,31-10-2022,Radiology & Imaging Technology
874,4. Hbs Medical And Dental College,Islamabad,"BS , 4 Years",0.0,23-03-2024,Radiology & Imaging Technology
875,5. Indus College Of Allied Health,Karachi,"BS , 4 Years",0.0,08-01-2023,Radiology & Imaging Technology
876,6. Allied College Of Health Sciences,Khanewal,"BS , 4 Years",0.0,30-09-2021,Radiology & Imaging Technology
877,"7. Riphah International College, Lahore",Lahore,"AD , 2 Years",0.0,22-11-2023,Radiology & Imaging Technology
878,8. Allied College Of Health Sciences,Multan,"BS , 4 Years",0.0,30-09-2021,Radiology & Imaging Technology
879,9. Hafeez Institute Of Medical Sciences,Peshawar,"BS , 4 Years",0.0,13-12-2021,Radiology & Imaging Technology
880,10. Royal Institute Of Medical Sciences,Multan,"BS , 4 Years",0.0,10-12-2022,Radiology & Imaging Technology
881,11. Zohra Institute Of Health Sciences,Rawalpindi,"BS , 4 Years",90000.0,01-01-2021,Radiology & Imaging Technology
882,12. Times Institute,Multan,"BS , 4 Years",60000.0,29-01-2024,Radiology & Imaging Technology
883,1. King Edward Medical University / Mayo Hospital,Lahore,"B.Sc. [Hons] , 4 Years",54000.0,02-01-2024,Radiotherapy
884,2. Zia-ud-din Medical University,Karachi,"BS , 4 Years",0.0,19-08-2023,Radiotherapy
885,1. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",128000.0,31-01-2024,Rehabilitation Sciences
886,"1. Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"B.Sc. , 2 Years",0.0,29-12-2020,Respiratory Therapy
887,2. Dow University Of Health Sciences,Karachi,"BS , 4 Years",100000.0,19-01-2024,Respiratory Therapy
888,3. Jinnah Sindh Medical University,Karachi,"BS , 4 Years",0.0,06-01-2024,Respiratory Therapy
889,4. University Of Azad Jammu & Kashmir,Muzaffarabad,"BS , 4 Years",0.0,31-08-2023,Respiratory Therapy
890,5. Khyber Medical University,Peshawar,"BS , 4 Years",80000.0,02-03-2023,Respiratory Therapy
891,6. Shifa Tameer-e-millat University,Islamabad,"B.Sc. , 4 Years",188000.0,22-11-2023,Respiratory Therapy
892,7. Shifa Tameer-e-millat University,Islamabad,"AD , 3 Years",14000.0,18-11-2022,Respiratory Therapy
893,8. Indus University,Karachi,"BS , 4 Years",114000.0,20-01-2024,Respiratory Therapy
894,9. Nur International University,Lahore,"BS , 4 Years",155278.0,23-03-2024,Respiratory Therapy
895,10. The Superior University,Lahore,"BS , 4 Years",0.0,25-01-2024,Respiratory Therapy
896,11. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",131200.0,31-01-2024,Respiratory Therapy
897,12. Isra University [isb]],Islamabad,"B.Sc. , 4 Years",35000.0,05-09-2022,Respiratory Therapy
898,13. Institute Of Health Sciences,Islamabad,"BS , 4 Years",0.0,14-11-2023,Respiratory Therapy
899,14. Al-nafees Medical College & Hospital,Islamabad,"AD , 2 Years",0.0,07-06-2021,Respiratory Therapy
900,15. Gulab Devi Educational Complex,Lahore,"BS (HONS) , 4 Years",0.0,02-09-2023,Respiratory Therapy
901,16. Bakhtawar Amin Medical And Dental College,Multan,"BS , 4 Years",0.0,28-02-2024,Respiratory Therapy
902,17. Health Services Academy,Islamabad,"BS , 4 Years",0.0,30-10-2023,Respiratory Therapy
903,18. Sindh Institute Of Urology And Transplantation,Karachi,"BS , 4 Years",0.0,04-12-2023,Respiratory Therapy
904,19. Gulab Devi Post Graduate Medical Institute,Lahore,"B.Sc. , 4 Years",0.0,07-08-2018,Respiratory Therapy
905,20. Northwest Institute Of Healths Ciences,Peshawar,"BS , 4 Years",0.0,16-03-2024,Respiratory Therapy
906,1. Gomal University,D.i. Khan,"BS , 4 Years",0.0,31-08-2023,Surgery Technology
907,2. University Of Haripur,Haripur,"BS , 4 Years",38000.0,09-02-2024,Surgery Technology
908,"3. Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"BS , 4 Years",0.0,29-12-2020,Surgery Technology
909,4. Dow University Of Health Sciences,Karachi,"BS , 4 Years",100000.0,19-01-2024,Surgery Technology
910,5. King Edward Medical University / Mayo Hospital,Lahore,"B.Sc. [Hons] , 4 Years",54000.0,02-01-2024,Surgery Technology
911,6. University Of Azad Jammu & Kashmir,Muzaffarabad,"BS , 4 Years",0.0,31-08-2023,Surgery Technology
912,7. Khyber Medical University,Peshawar,"BS , 4 Years",80000.0,02-03-2023,Surgery Technology
913,8. Shifa Tameer-e-millat University,Islamabad,"AD , 3 Years",14000.0,22-11-2023,Surgery Technology
914,9. Shifa Tameer-e-millat University,Islamabad,"B.Sc. , 4 Years",188000.0,22-11-2023,Surgery Technology
915,10. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",0.0,31-01-2024,Surgery Technology
916,11. Gandhara University,Peshawar,"B.Sc. [Hons] , 4 Years",0.0,30-12-2023,Surgery Technology
917,12. Iqra National University,Peshawar,"BS , 4 Years",104000.0,16-03-2024,Surgery Technology
918,13. Sarhad University Of Science & Information Technology,Peshawar,"BS , 4 Years",126800.0,16-05-2023,Surgery Technology
919,14. Institute Of Health Sciences,Islamabad,"BS , 4 Years",0.0,14-11-2023,Surgery Technology
920,15. Rahman College Of Modern Science,Batkhela,"BS , 4 Years",0.0,25-11-2023,Surgery Technology
921,16. Khyber Institute Of Medical Sciences,Charsadda,"BS , 4 Years",0.0,18-12-2022,Surgery Technology
922,"17. Professional College Of Medical Science, Karak Campus",Karak,"BS , 4 Years",0.0,14-12-2019,Surgery Technology
923,18. Prime Institute Of Health & Management Sciences,Mardan,"BS , 4 Years",0.0,19-01-2023,Surgery Technology
924,"19. Vertex Institute Of Science & Technology, Mirpur Campus",Mir Pur (ajk),"AD , 2 Years",0.0,04-01-2023,Surgery Technology
925,20. Ahmad Medical Institute,Peshawar,"BS , 4 Years",0.0,01-11-2019,Surgery Technology
926,"1. Riphah Community College, Abbotabad Campus",Abbottabad,"AD , 2 Years",0.0,31-08-2023,Surgical Assistant
927,"2. Riphah International College, Bahawlpur",Bahawal Pur,"AD , 2 Years",0.0,31-10-2022,Surgical Assistant
928,"3. Riphah International College, Lahore",Lahore,"AD , 2 Years",0.0,22-11-2023,Surgical Assistant
929,"4. Riphah International College, Peshawar",Peshawar,"AD , 2 Years",0.0,30-10-2023,Surgical Assistant
930,1. University Of Health Sciences,Lahore,"BS , 4 Years",0.0,17-11-2021,Transfusion Medicine
931,"1. Iqra University, Chak Shahzad Campus",Islamabad,"BS , 4 Years",197400.0,29-02-2024,Ultrasound Technology
932,2. Hefa Foundation,Peshawar,"BS , 4 Years",0.0,05-11-2020,Ultrasound Technology
933,1. Shifa Tameer-e-millat University,Islamabad,"AD , 3 Years",14000.0,22-11-2023,Urology
934,2. Shifa Tameer-e-millat University,Islamabad,"B.Sc. , 4 Years",188000.0,22-11-2023,Urology
935,1. Wazirabad College Of Pharmacy,Wazirabad,"DIP , 2 Years",0.0,19-03-2022,X-ray Technician
936,1. Institute Of Space Technology,Islamabad,"BS , 4 Years",198000.0,06-08-2023,Aerospace Engineering
937,2. College Of Aeronautical Engineering,Risalpur,"BE , 4 Years",200800.0,25-03-2024,Aerospace Engineering
938,3. Aeroline Institute Of Aviation Studies,Lahore,"BS , 4 Years",0.0,27-04-2018,Aerospace Engineering
939,1. University Of Chitral,Chitral,"BS , 4 Years",0.0,30-10-2023,Chemical
940,2. University Of Gujrat,Gujrat,"BS , 4 Years",70000.0,18-08-2023,Chemical
941,3. National University Of Science & Technology,Islamabad,"BE , 4 Years",200800.0,25-03-2024,Chemical
942,4. Pakistan Institute Of Engineering & Applied Sciences,Islamabad,"BS , 4 Years",98200.0,26-06-2023,Chemical
943,5. Mehran University Of Engineering & Technology,Jamshoro,"B.Sc. , 4 Years",62000.0,22-05-2023,Chemical
944,6. Dawood University Of Engineering And Technology,Karachi,"BE , 4 Years",32000.0,10-08-2023,Chemical
945,7. Ned University Of Engineering & Technology,Karachi,"BE , 4 Years",37020.0,16-10-2023,Chemical
946,8. University Of Karachi,Karachi,"BE , 4 Years",61200.0,13-12-2023,Chemical
947,"9. University Of Engineering & Technology, Lahore",Lahore,"B.Sc. [Engg.] , 4 Years",127000.0,03-03-2023,Chemical
948,10. University Of The Punjab,Lahore,"B.Sc. [Engg.] , 4 Years",27650.0,25-09-2023,Chemical
949,11. Muhammad Nawaz Sharif University Of Engineering And Technology,Multan,"B.Sc. [Engg.] , 4 Years",75700.0,15-09-2023,Chemical
950,12. Nfc Institute Of Engineering & Technology,Multan,"B.Sc. [Engg.] , 4 Years",128400.0,25-07-2023,Chemical
951,"13. Quaid-e-awam University Of Engineering, Sciences & Technology",Nawab Shah,"BE , 4 Years",23500.0,10-06-2023,Chemical
952,"14. University Of Engineering & Technology, Peshawar",Peshawar,"B.Sc. [Engg.] , 4 Years",50000.0,26-09-2023,Chemical
953,15. Balochistan University Of It & Management Sciences,Quetta,"BS , 4 Years",74480.0,12-09-2023,Chemical
954,16. Khawaja Fareed University Of Engineering & Information Technology,Rahim Yar Khan,"BS , 4 Years",80000.0,30-06-2022,Chemical
955,17. Lahore University Of Management Sciences,Lahore,"BS , 4 Years",811100.0,29-03-2023,Chemical
956,18. Minhaj University,Lahore,"B.Sc. [Engg.] , 4 Years",258000.0,29-09-2023,Chemical
957,19. Ghulam Ishaq Khan Institute Of Engineering Sciences & Technology,Swabi,"BS , 4 Years",695000.0,15-06-2023,Chemical
958,20. University Of Wah,Wah Cantt,"BE , 4 Years",194000.0,20-09-2023,Chemical
959,1. The Islamia University Of Bahawalpur,Bahawal Pur,"B.Sc. [Engg.] , 4 Years",56800.0,15-08-2023,Civil
960,2. International Islamic University,Islamabad,"BS , 4 Years",226400.0,15-08-2023,Civil
961,3. National University Of Science & Technology,Islamabad,"BE , 4 Years",200800.0,25-03-2024,Civil
962,4. National University Of Technology,Islamabad,"BS , 4 Years",140000.0,05-03-2024,Civil
963,5. Mehran University Of Engineering & Technology,Jamshoro,"BE , 4 Years",62000.0,22-05-2023,Civil
964,6. Ned University Of Engineering & Technology,Karachi,"BE , 4 Years",37020.0,16-10-2023,Civil
